row_id,ordinal,obligation_kind,source_obligation_id,target_id,status,acquisition_status,dataset_refs,required_packet,promotion_rule,artifact_refs,updated_at
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-103-H7C8DA88E8D20,23,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-103-H7C8DA88E8D20,reviewer_attack_response_map__empirical_attacks__atom_103__h7c8da88e8d20,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_103__h7c8da88e8d20 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_103__h7c8da88e8d20.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-104-HD6AA785B8EDB,24,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-104-HD6AA785B8EDB,reviewer_attack_response_map__empirical_attacks__atom_104__hd6aa785b8edb,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_104__hd6aa785b8edb to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_104__hd6aa785b8edb.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-105-H089E5B425C5B,25,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-105-H089E5B425C5B,reviewer_attack_response_map__empirical_attacks__atom_105__h089e5b425c5b,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_105__h089e5b425c5b to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_105__h089e5b425c5b.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-106-H5560DD98BEA1,26,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-106-H5560DD98BEA1,reviewer_attack_response_map__empirical_attacks__atom_106__h5560dd98bea1,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_106__h5560dd98bea1 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_106__h5560dd98bea1.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-107-H47DCE4B60763,27,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-107-H47DCE4B60763,reviewer_attack_response_map__empirical_attacks__atom_107__h47dce4b60763,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_107__h47dce4b60763 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_107__h47dce4b60763.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-108-H2DCD9EAAB628,28,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-108-H2DCD9EAAB628,reviewer_attack_response_map__empirical_attacks__atom_108__h2dcd9eaab628,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_108__h2dcd9eaab628 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_108__h2dcd9eaab628.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-109-HA6D8519CCBC7,29,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-109-HA6D8519CCBC7,reviewer_attack_response_map__empirical_attacks__atom_109__ha6d8519ccbc7,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_109__ha6d8519ccbc7 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_109__ha6d8519ccbc7.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-110-H5C1A2E1A5766,30,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-110-H5C1A2E1A5766,reviewer_attack_response_map__empirical_attacks__atom_110__h5c1a2e1a5766,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_110__h5c1a2e1a5766 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_110__h5c1a2e1a5766.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-111-H8347273118BA,31,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-111-H8347273118BA,reviewer_attack_response_map__empirical_attacks__atom_111__h8347273118ba,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_111__h8347273118ba to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_111__h8347273118ba.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-112-H862FF7ED6E65,32,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-112-H862FF7ED6E65,reviewer_attack_response_map__empirical_attacks__atom_112__h862ff7ed6e65,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_112__h862ff7ed6e65 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_112__h862ff7ed6e65.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-113-H0347BEA9334B,33,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-113-H0347BEA9334B,reviewer_attack_response_map__empirical_attacks__atom_113__h0347bea9334b,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_113__h0347bea9334b to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_113__h0347bea9334b.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-114-H5F8510C3262A,34,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-114-H5F8510C3262A,reviewer_attack_response_map__empirical_attacks__atom_114__h5f8510c3262a,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_114__h5f8510c3262a to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_114__h5f8510c3262a.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-115-HA08ADF2CB113,35,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-115-HA08ADF2CB113,reviewer_attack_response_map__empirical_attacks__atom_115__ha08adf2cb113,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_115__ha08adf2cb113 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_115__ha08adf2cb113.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-116-H0C83741BA51B,36,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-116-H0C83741BA51B,reviewer_attack_response_map__empirical_attacks__atom_116__h0c83741ba51b,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_116__h0c83741ba51b to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_116__h0c83741ba51b.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-117-HA1242CA1C801,37,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-117-HA1242CA1C801,reviewer_attack_response_map__empirical_attacks__atom_117__ha1242ca1c801,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_117__ha1242ca1c801 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_117__ha1242ca1c801.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-118-H3D2BF697C293,38,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-118-H3D2BF697C293,reviewer_attack_response_map__empirical_attacks__atom_118__h3d2bf697c293,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_118__h3d2bf697c293 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_118__h3d2bf697c293.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-119-H7338686CDF3B,39,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-119-H7338686CDF3B,reviewer_attack_response_map__empirical_attacks__atom_119__h7338686cdf3b,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_119__h7338686cdf3b to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_119__h7338686cdf3b.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-120-H72936E341514,40,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-120-H72936E341514,reviewer_attack_response_map__empirical_attacks__atom_120__h72936e341514,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_120__h72936e341514 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_120__h72936e341514.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-121-HAD5A09D5FA02,41,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-121-HAD5A09D5FA02,reviewer_attack_response_map__empirical_attacks__atom_121__had5a09d5fa02,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_121__had5a09d5fa02 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_121__had5a09d5fa02.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-122-HA3A8BFF123E2,42,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-122-HA3A8BFF123E2,reviewer_attack_response_map__empirical_attacks__atom_122__ha3a8bff123e2,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_122__ha3a8bff123e2 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_122__ha3a8bff123e2.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-123-H408472654B7A,43,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-123-H408472654B7A,reviewer_attack_response_map__empirical_attacks__atom_123__h408472654b7a,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_123__h408472654b7a to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_123__h408472654b7a.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-124-H07597D6FD745,44,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-124-H07597D6FD745,reviewer_attack_response_map__empirical_attacks__atom_124__h07597d6fd745,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_124__h07597d6fd745 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_124__h07597d6fd745.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-125-H77426666B593,45,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-125-H77426666B593,reviewer_attack_response_map__empirical_attacks__atom_125__h77426666b593,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_125__h77426666b593 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_125__h77426666b593.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-126-H78676F77CBEF,46,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-126-H78676F77CBEF,reviewer_attack_response_map__empirical_attacks__atom_126__h78676f77cbef,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_126__h78676f77cbef to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_126__h78676f77cbef.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-127-H6FF28784EC0A,47,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-127-H6FF28784EC0A,reviewer_attack_response_map__empirical_attacks__atom_127__h6ff28784ec0a,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_127__h6ff28784ec0a to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_127__h6ff28784ec0a.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-128-H6366EE6B8F34,48,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-128-H6366EE6B8F34,reviewer_attack_response_map__empirical_attacks__atom_128__h6366ee6b8f34,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_128__h6366ee6b8f34 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_128__h6366ee6b8f34.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-129-H1DBA08D257E1,49,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-129-H1DBA08D257E1,reviewer_attack_response_map__empirical_attacks__atom_129__h1dba08d257e1,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_129__h1dba08d257e1 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_129__h1dba08d257e1.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-130-H79A3AE812176,50,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-130-H79A3AE812176,reviewer_attack_response_map__empirical_attacks__atom_130__h79a3ae812176,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_130__h79a3ae812176 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_130__h79a3ae812176.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-131-H95FA7EF1C190,51,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-131-H95FA7EF1C190,reviewer_attack_response_map__empirical_attacks__atom_131__h95fa7ef1c190,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_131__h95fa7ef1c190 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_131__h95fa7ef1c190.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
OC39-QUEUE-OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-132-H33906AB53063,52,empirical_attack_response_mapping,OC35-ATTACK-RESPONSE-MAP-REVIEWER-ATTACK-RESPONSE-MAP-EMPIRICAL-ATTACKS-ATOM-132-H33906AB53063,reviewer_attack_response_map__empirical_attacks__atom_132__h33906ab53063,ACTIVE_DATA_ACQUISITION_REQUIRED,NO_SEED_BOUND_YET,,"Map reviewer_attack_response_map__empirical_attacks__atom_132__h33906ab53063 to a domain/crown evidence row, repaired counterevidence row, or explicit nonclaim exclusion.",Local empirical packet required before promotion.,logion/k7/release_missions/oc_core_current/packages/oc_core_1_4/006/language_sources/units/reviewer_attack_response_map__empirical_attacks__atom_132__h33906ab53063.json; DATASET_MANIFEST_039.json,2026-05-22T13:32:17.011721+00:00
